Min	W5 - 55 ppt Control_4	W5 - 55 ppt Control_13	W5 - 55 ppt Control_7	W5 - 55 ppt Control_11	W5 - 55 ppt Control_6	W5 - 55 ppt Control_8	W5 - 55 ppt Control_5	W5 - 55 ppt Control_12	W5 - 55 ppt Control_2	W5 - 55 ppt Control_1	W5 - 55 ppt Control_9
250	0.08088570940145598	0.08044023057503821	0.08144587560677768	0.08044232091540524	0.08003058231108036	0.08069921220292349	0.0811145981191932	0.08051794986921794	0.08156304456700512	0.08075849406733178	0.07979687242874973
260	0.08122329548231308	0.08029247644869147	0.08129768253732067	0.08067573810977292	0.07961379634789956	0.08069921220292349	0.08132846288469901	0.08057890272490002	0.08172433938424564	0.08091804400577514	0.07979687242874973
270	0.08101954880716461	0.08081527308283795	0.08156647194373647	0.07981222273115195	0.07971021686590003	0.08069921220292349	0.08115250478629653	0.08076518160878314	0.08168720938391981	0.08091332123660154	0.07979687242874973
280	0.08089294357901589	0.08060889389199412	0.08143841816042614	0.0802115990552837	0.0799315763265027	0.08069921220292349	0.08095283242360951	0.08026709878675885	0.08168244771030271	0.08080536009118845	0.07979687242874973
290	0.08107733463586358	0.08041071825314607	0.08109234038577494	0.08037261366467312	0.07980216750976994	0.08069921220292349	0.08111234335883848	0.08071005778160353	0.08181534229552449	0.08068329206064938	0.07979687242874973
300	0.0809559484982898	0.0808493478116317	0.08127670810970243	0.08002923078828314	0.07997009859799896	0.08069921220292349	0.08144734555810691	0.08097544432469761	0.0818242643901534	0.08089094439819583	0.07979687242874973
310	0.08107418007442632	0.0808500407102441	0.08115579230121119	0.08029766102027346	0.0801384299653269	0.08069921220292349	0.08126222402784418	0.08056759941387677	0.08199927287958933	0.08085504691095412	0.07979687242874973
320	0.08128571051090151	0.08034852468432459	0.08111207423219663	0.08057756329509697	0.07992973853785186	0.08069921220292349	0.08116386502555331	0.08080556948687834	0.08198576453892475	0.08057817886694416	0.07979687242874973
330	0.08117859509343331	0.08041875891679476	0.08135533456851562	0.07995206182270044	0.07991595067341621	0.08069921220292349	0.08108579122305888	0.08097943312630203	0.08170692321236485	0.08085637694835406	0.07979687242874973
340	0.08077868221958771	0.08077162524861427	0.0813573519567463	0.08037205462593988	0.08007660703642437	0.08069921220292349	0.08105494565536209	0.08106193944010917	0.0819484659337542	0.08141808509278557	0.07979687242874973
350	0.08081773359937446	0.08056754397069739	0.08145953689943419	0.08051358516285398	0.08007994164611079	0.08069921220292349	0.08118155576448619	0.07914334593838504	0.08209655406321278	0.08161861907352433	0.07979687242874973
360	0.08097716001076613	0.08081497733066796	0.08154015766306523	0.08050107448650845	0.08036579258275563	0.08069921220292349	0.0812828538545745	0.07940306480997181	0.0825539191538804	0.08145342945627272	0.07979687242874973
370	0.08072575443277963	0.08105614557732241	0.08164562369988111	0.08032085368633458	0.08033936735676366	0.08069921220292349	0.08151229487568877	0.07933751782188764	0.08246313518773386	0.08119501921151114	0.07979687242874973
380	0.08088031638112056	0.08065248587300095	0.08108170944001997	0.08047006352068478	0.08017401713919217	0.08069921220292349	0.08138841839701795	0.08084192696465559	0.0823218095564014	0.0810489781103186	0.07979687242874973
390	0.08087977885436498	0.08034438626639064	0.08106261288419343	0.08122698532132112	0.07977756205123954	0.08069921220292349	0.08167354262239525	0.08084398749081875	0.08217871811960702	0.08121375966352001	0.07979687242874973
400	0.08106057669894157	0.08042055783796732	0.08139131986678132	0.08110410859667685	0.08031253315504207	0.08069921220292349	0.08185944406619731	0.08083868758074175	0.08227581720677535	0.08151301509391067	0.07979687242874973
410	0.08092856134151255	0.08093246610726249	0.08156468650416833	0.08102006765021101	0.0803504893333759	0.08069921220292349	0.08229853912010605	0.08144570468676782	0.08248805024671642	0.08136628542638973	0.07979687242874973
420	0.07982592514909671	0.08028618714496197	0.0821093506374472	0.08060679892371742	0.08056590568575682	0.08069921220292349	0.08230174739477908	0.08236113176484053	0.08261173656293982	0.08133224580135742	0.07979687242874973
430	0.07967409433491397	0.08034404608824328	0.08188515774294049	0.08102040627118211	0.08017412138038776	0.08069921220292349	0.08196577693943319	0.08202536246475593	0.08231473775877278	0.08161596065840147	0.07979687242874973
440	0.08091815820227376	0.08103348331311293	0.08173580803786588	0.08103418407228183	0.07987006339810113	0.08069921220292349	0.081686265145493	0.08145930285169677	0.08261096170278832	0.08151898832355277	0.07979687242874973
450	0.08121311021278572	0.08108956936088775	0.08161608573398661	0.08085316108276856	0.0800448426648093	0.08069921220292349	0.08205684059178704	0.08098392483432942	0.08256898676055094	0.08177456971310999	0.07979687242874973
460	0.08102814603651569	0.08075626274566224	0.08208658374890394	0.08131039652247699	0.08058662283276032	0.08069921220292349	0.08201634220867113	0.0811294674108241	0.08255239674355896	0.08127358652403713	0.07979687242874973
470	0.08095707320614412	0.08138933031002649	0.08217019029117596	0.08131322865650853	0.08053036872550273	0.08069921220292349	0.0818557933016306	0.08139005961717995	0.08262136799246145	0.08113261143413712	0.07979687242874973
480	0.08084444472533836	0.08106444193999265	0.0818668941361711	0.08146492000306059	0.07999204644675835	0.08069921220292349	0.08201083386989604	0.08139408660053041	0.0822648810428475	0.08187393251966621	0.07979687242874973
490	0.08104491443365248	0.08115746737572277	0.08183878428014263	0.08164231791179158	0.08018616100670461	0.08069921220292349	0.08207963105578407	0.0817661137091699	0.08242355614004719	0.08190231447928925	0.07979687242874973
500	0.08114888456735199	0.08083617491056927	0.0817375552137487	0.08119074615158883	0.0799816756016917	0.08069921220292349	0.0820910494128964	0.08197667347683862	0.08286347166474606	0.08184795861688034	0.07979687242874973
510	0.0810851925426328	0.08125481553364437	0.08161708239991049	0.0811211128902971	0.07968943545908284	0.08069921220292349	0.08217373143511049	0.08160868134725555	0.08292321963056455	0.08134139809742498	0.07979687242874973
520	0.08070615481808655	0.08081812288552366	0.0821254349359646	0.0816599068521798	0.07986430407846686	0.08069921220292349	0.08217875854099517	0.08197074094448993	0.08240902837535379	0.08161668404838093	0.07979687242874973
530	0.08075126771837202	0.08152851718454394	0.0822505865590789	0.08159517794078633	0.08010934057392997	0.08069921220292349	0.08221160556476093	0.08180631053366007	0.08236028746456399	0.08182001680585796	0.07979687242874973
540	0.08112795353448267	0.08123919972711285	0.0821167406014341	0.08170704647884254	0.08002402698414678	0.08069921220292349	0.08220946477929028	0.08212635925210056	0.08286597510358061	0.08174383508946176	0.07979687242874973
550	0.08139719250285384	0.08112588072067989	0.08225798747263911	0.08152359330268509	0.08019206102566372	0.08069921220292349	0.08217765365287576	0.08208537931697905	0.0829359697042024	0.08171455325760144	0.07979687242874973
560	0.08100423404391086	0.08118933664384614	0.08207803726207623	0.08156121285946537	0.0801267655532143	0.08069921220292349	0.08228330716771128	0.08208844485840938	0.08290871703672885	0.08165597090902463	0.07979687242874973
570	0.08130320481318794	0.0813422987998408	0.08222040754276942	0.08169118463472873	0.08016560891366814	0.08069921220292349	0.08213238879040653	0.08228095902868969	0.08292497071253876	0.08131613828839711	0.07979687242874973
580	0.08105711756151737	0.0811806505689292	0.08192031692768166	0.08159016123848717	0.08007393892271546	0.08069921220292349	0.08213726788357843	0.08255670901681345	0.08280892124456474	0.08165847127487416	0.07979687242874973
590	0.08136810128000967	0.0810115611598724	0.08231562282132009	0.08187082459525924	0.08032876245232876	0.08069921220292349	0.08246421243252793	0.08300850406030655	0.08289416565153405	0.08145165347924083	0.07979687242874973
600	0.08119880371630361	0.08171365504424535	0.08240138907958691	0.08130812819717938	0.08024824463837033	0.08069921220292349	0.08285484295726066	0.08208363980881485	0.08306108762313699	0.08182738294222898	0.07979687242874973
610	0.08100395594183904	0.08188253533890044	0.0826605384710634	0.0814373416675139	0.0802752248174118	0.08069921220292349	0.08252368773381433	0.08230704048819028	0.08271146292924221	0.08206350511067623	0.07979687242874973
620	0.08111321417966301	0.0815918988779859	0.08222110781564552	0.08108442100395716	0.080414872915479	0.08069921220292349	0.08245370556468704	0.0832909815679513	0.08290794793837034	0.08274527131872347	0.07979687242874973
630	0.08074301592940873	0.08177489406138384	0.08196171996472576	0.08198545789040854	0.08026551297882098	0.08069921220292349	0.08249101342954529	0.08251973591086866	0.08297264720086	0.08258886233961368	0.07979687242874973
640	0.08104348842383231	0.0820912200157243	0.08243690368796218	0.08177111539328538	0.08018627981918769	0.08069921220292349	0.08259159336641807	0.08323266446649306	0.08272131596805478	0.08276952525974776	0.07979687242874973
650	0.0809364572659758	0.08221059411833607	0.08265840124530069	0.08188242765806178	0.08037649866882973	0.08069921220292349	0.0825077591994033	0.08291118223132982	0.08312484805237932	0.08276203466805328	0.07979687242874973
660	0.08079913028840864	0.0823377449997307	0.08309971602678845	0.08229256245468086	0.08025039320688464	0.08069921220292349	0.08259175356505452	0.08303261253215741	0.08315527191703743	0.0831764444382975	0.07979687242874973
670	0.08121929353891674	0.08223810853285565	0.08266234369124194	0.08261463865843725	0.08080905784932602	0.08069921220292349	0.08264575433704474	0.08290809672596175	0.08352999222839248	0.08326679925026069	0.07979687242874973
680	0.08130356718319039	0.08226038849831287	0.08229301855583	0.08232202890766303	0.08075072899036537	0.08069921220292349	0.08273403343438689	0.08361903153089831	0.08359556027447933	0.08316715724566943	0.07979687242874973
690	0.08137770646027273	0.08195108590550172	0.08268652830079523	0.08206687189899135	0.08076586023390964	0.08069921220292349	0.08263970990605601	0.08351135567470312	0.08356662963642283	0.08293002688370693	0.07979687242874973
700	0.08134866223678829	0.08225841144102843	0.08299594108495997	0.08267655342991356	0.08120528217414029	0.08069921220292349	0.08252592481042917	0.08329639305078439	0.08366712899089528	0.08262681297491765	0.07979687242874973
710	0.08154302931267027	0.08289396627545655	0.08326644555833775	0.08227566446964046	0.08110403058939071	0.08069921220292349	0.08274405047517751	0.08287747829697688	0.08222091052617402	0.08253449415370963	0.07979687242874973
720	0.08132291833393993	0.08257944113032807	0.08320071946446958	0.08261664407144056	0.08094392264985474	0.08069921220292349	0.08280037391433048	0.0833299837764753	0.08210693942352407	0.08312740121465828	0.07979687242874973
730	0.08146203590950449	0.08224255769233083	0.0833173362586079	0.08215054426566319	0.08020143288670205	0.08069921220292349	0.08284271685775711	0.0831834866363046	0.08368802903709023	0.0828800853906872	0.07979687242874973
740	0.08167288606553284	0.08282601407214947	0.0835591113862337	0.0823858167463595	0.08024865085238798	0.08069921220292349	0.08277747208258379	0.08325175331053956	0.0839965440429974	0.08317354976849925	0.07979687242874973
750	0.08195317980501951	0.08255796787864184	0.08360060216124486	0.08260201969264737	0.08028203345154901	0.08069921220292349	0.08281036522523752	0.08340469707871656	0.0837216264716857	0.08283869747066912	0.07979687242874973
760	0.08165078671412415	0.08253428067614717	0.08312949484574308	0.08261092104612441	0.08033290569850435	0.08069921220292349	0.08311356579476882	0.08335859818236675	0.08398140291334585	0.08312636940988606	0.07979687242874973
770	0.08161068135997908	0.08290491564567527	0.08317596288513394	0.08267425030118733	0.08062691399166189	0.08069921220292349	0.08313072865007112	0.08386991885461263	0.08397688176153727	0.08324708434383866	0.07979687242874973
780	0.08148060370211932	0.08240159933170686	0.08325839712798189	0.08288657112461358	0.08033959571390278	0.08069921220292349	0.08303933923538098	0.08354172649612113	0.08409075412182522	0.08326350297774672	0.07979687242874973
790	0.08164260271131378	0.08204132485135932	0.08320180887568647	0.08334174776199181	0.08042165172864707	0.08069921220292349	0.08314465478042551	0.08368751640723016	0.08436731061053887	0.0829915529023207	0.07979687242874973
800	0.08144751409354861	0.08195715114868238	0.08311567985716051	0.08346535900511079	0.08057160409494026	0.08069921220292349	0.08332546759393561	0.08335097357078791	0.08465998851382829	0.0831445402630673	0.07979687242874973
810	0.08197658929259685	0.08215082988315815	0.08333798036530649	0.08328268498368009	0.08077811127401477	0.08069921220292349	0.08326306383212287	0.08360347353437296	0.08462528576369505	0.08345436090450165	0.07979687242874973
820	0.08154984471060053	0.08300853531910117	0.08337497456774146	0.08347559278477776	0.08097113984439822	0.08069921220292349	0.08322031100706923	0.08372844212925083	0.08478966551158058	0.08383164314422849	0.07979687242874973
830	0.08161259650367979	0.08254218839410284	0.08365847979380496	0.08317659570799353	0.08047000884746651	0.08069921220292349	0.0834775678061955	0.08381978438614303	0.08497338829735637	0.08370035854205973	0.07979687242874973
840	0.08163588692558739	0.0826791550743882	0.08397701166399031	0.08271201788382068	0.08056306397225686	0.08069921220292349	0.08354613605894771	0.08417141133777266	0.08508528086136594	0.08373566893801163	0.07979687242874973
850	0.08195602984187882	0.08306440202094927	0.08360402955429497	0.0831308635187458	0.08072602083313062	0.08069921220292349	0.08342691998358143	0.08471928859491218	0.08506168145581493	0.08375360610690508	0.07979687242874973
860	0.08171746499064379	0.08319911887832536	0.08401486461054587	0.08295139953648724	0.0807182132105833	0.08069921220292349	0.0836360210682352	0.08425257803294767	0.08515441149618413	0.08391772192568434	0.07979687242874973
870	0.08146533653423377	0.08244893173852991	0.08379218521887594	0.0827584756922751	0.08080529870324674	0.08069921220292349	0.08398908355806636	0.08394493311385644	0.08516450978100137	0.0838691840302474	0.07979687242874973
880	0.08160370571947831	0.08310088729502443	0.08408558953109257	0.08280673258339044	0.08100219897925154	0.08069921220292349	0.083993677179871	0.08436028864191744	0.08561637367446802	0.08403868506494001	0.07979687242874973
890	0.08159288285129512	0.08289440117064065	0.083950009576313	0.08333411999500473	0.08111799035860816	0.08069921220292349	0.08403702372286136	0.0846217569631686	0.08547524834464403	0.08404493195770887	0.07979687242874973
900	0.08157354176610075	0.08328857589096116	0.0842583978050789	0.08328585259747759	0.08136096138848822	0.08069921220292349	0.08399734291480443	0.08467344329360975	0.08535110608286729	0.08399023252824304	0.07979687242874973
910	0.08164675568304498	0.08325846929066706	0.08402848911791772	0.08321596366808762	0.08196566676447246	0.08069921220292349	0.08444762681696544	0.08458982131425555	0.08514694680431277	0.08441095526442	0.07979687242874973
920	0.08170857924457481	0.08306182631800041	0.08404151399971808	0.08307904079058609	0.08164998988202396	0.08069921220292349	0.08431414443927815	0.08487431353039103	0.08517387126324347	0.0845897620207113	0.07979687242874973
930	0.0816753657756343	0.08329338373874304	0.08444682241876356	0.08365707166509029	0.08108512485469971	0.08069921220292349	0.08416626085417447	0.08551773459420124	0.08516399522692945	0.08464314914910845	0.07979687242874973
940	0.08131344186631098	0.08310205823064033	0.08483837075497871	0.08381004476038448	0.08089104941027864	0.08069921220292349	0.08451087939570572	0.08489028364562988	0.08549907321166272	0.08492336431391696	0.07979687242874973
950	0.08183421904494922	0.08333490027734765	0.08446561505312801	0.08356541852132976	0.0808969517131384	0.08069921220292349	0.08449533138285925	0.08524076039317428	0.08565012759962447	0.08495161606058324	0.07979687242874973
960	0.08163391415612471	0.08356751464711042	0.08456360714542265	0.08411122755427254	0.08125101489791561	0.08069921220292349	0.08468336982658999	0.08507151545208332	0.08564645120752072	0.08489708661836219	0.07979687242874973
970	0.08133077805817872	0.08369327641469736	0.08503880365519279	0.08412614505979935	0.08087921556198378	0.08069921220292349	0.08501929575699349	0.08521920597283002	0.08581125182950489	0.0850144442973543	0.07979687242874973
980	0.0816418656223834	0.08410899482156176	0.0849153967844639	0.0837958334518313	0.08090630635480994	0.08069921220292349	0.08470016223355066	0.08517467457445398	0.08509355484160891	0.08528312610199826	0.07979687242874973
990	0.08161491393028358	0.08404438829442787	0.08442206007551277	0.0838820201704934	0.08113524477711367	0.08069921220292349	0.08422023215375657	0.08494172249209694	0.08547342926895536	0.08553769322887281	0.07979687242874973
1000	0.08200571934945038	0.08422967984088156	0.08498397305261361	0.08449483583603763	0.08104698058496188	0.08069921220292349	0.08433988968070501	0.08520346352702032	0.08562602535831812	0.08565532040475467	0.07979687242874973
1010	0.08193599165099853	0.08422569561623593	0.08548234860770582	0.08416114345093141	0.08102788087268492	0.08467746399590075	0.08447990537333155	0.08495124938572243	0.08569728190771733	0.0860832287367301	0.07979687242874973
1020	0.08205147767628503	0.0843436007100996	0.08490744480127224	0.0841333273135587	0.08121382396660543	0.08445196546835196	0.08464424280254325	0.08542439681553309	0.08563393821228676	0.08592021209634484	0.07979687242874973
1030	0.08201655330608562	0.0842417038941345	0.08495411650159304	0.08431987138780044	0.08105006713983946	0.08465130067843928	0.08474976956438837	0.08616553862261604	0.08559043542928169	0.08603540291017867	0.07979687242874973
1040	0.0818946749833969	0.08418679422378915	0.08508985059314318	0.08419907991781973	0.08112335022496414	0.08442029122522625	0.08501467746344059	0.08576651011380143	0.08568738656679777	0.08618382908733417	0.07979687242874973
1050	0.08203364897399777	0.08438655719396998	0.08503094277982653	0.08436450575602349	0.08121223025543735	0.08466509049978556	0.08537966283655697	0.0860312886320971	0.08617403093418072	0.08619218790993509	0.07979687242874973
1060	0.08193904914485925	0.08418349516627224	0.0850292937102314	0.0851907724417297	0.08153483156409892	0.08441778674241891	0.0852943542861058	0.08627323183340978	0.08633801826976496	0.08624517123356906	0.07979687242874973
1070	0.08217283108790277	0.08483277571655494	0.08541278232441271	0.08555174198904292	0.08147608643551577	0.08320831214074392	0.085440478457339	0.08672757127233638	0.08633641917112768	0.08602589781658718	0.07979687242874973
1080	0.08234276539111013	0.08468286903094538	0.08529845005740411	0.08598543795645723	0.08162374865864067	0.08309098566742801	0.08522688828130405	0.08650919324805924	0.08627559270639001	0.08601448763343764	0.07979687242874973
1090	0.08253610559928443	0.08508955178946515	0.08516899185671246	0.08582151076586356	0.08210633129292456	0.0848921069813038	0.08532120933290945	0.0856931257919395	0.08608085713950898	0.08605024704522969	0.07979687242874973
1100	0.08267961338192371	0.0854575920794561	0.08566800845702328	0.08557967870262356	0.08178654439347596	0.08508291304175715	0.0855051771502772	0.08625157035798003	0.08650240483363113	0.08618968279316136	0.07979687242874973
1110	0.08249521574146122	0.0853370337507003	0.08545331828759388	0.08599435761994247	0.0818895471236252	0.08473648016529506	0.08558496152160705	0.08649104140239929	0.08676296625203554	0.08605290761341858	0.07979687242874973
1120	0.082597243525204	0.08490928714128937	0.08552490730947729	0.08559242692544243	0.082176982165383	0.084749823233084	0.08557094226178252	0.08677667583094374	0.08682922876875497	0.08591765139078993	0.07979687242874973
1130	0.08247258383723273	0.08523839537596048	0.08584060101487265	0.08614350279802924	0.08205653353846445	0.08513980085334283	0.08566838193503225	0.08710799605061363	0.08699866062067149	0.08616894091735373	0.07979687242874973
1140	0.08256670683766107	0.08531426146864371	0.0862665901225954	0.08630456708749548	0.08201832567673507	0.08557516975933256	0.08564753998620646	0.0868022026208114	0.08681271145574437	0.08646054128217674	0.07979687242874973
1150	0.0827464589599163	0.08535972471720081	0.0861991770278181	0.08591528655773849	0.08245224253148158	0.08575190614390706	0.08586490823597367	0.08698762722366651	0.08681847629704902	0.0863944977504665	0.07979687242874973
1160	0.08271506618308981	0.08545532339069359	0.08626334240425722	0.08595488354168924	0.08217331406147588	0.08573787961127842	0.08581510425006586	0.08742946132713937	0.0866978900167965	0.08655434464397331	0.07979687242874973
1170	0.08279729972133462	0.08549626005270697	0.08620336103397591	0.08655199322225816	0.08247684809581789	0.08666138032272254	0.08600708672407892	0.08721949125638966	0.08679475196147053	0.08725021761314668	0.07979687242874973
1180	0.08274185634660647	0.08580501008983213	0.0862794619490663	0.08630144993892942	0.08253334986716755	0.0867005442315829	0.08603151424986824	0.08770978898476968	0.0871572776920656	0.08681185738618304	0.07979687242874973
1190	0.08268279053082787	0.0855888279708309	0.08660377046152724	0.0868854981261143	0.08222726625725792	0.08679251620959176	0.08675653466531866	0.08830465656835447	0.0872001772017786	0.08662974074015939	0.07979687242874973
1200	0.08276170111689478	0.085475697761544	0.08642997063949798	0.08682724747266744	0.08258032266488471	0.08687234116358057	0.08672948593764378	0.08784840350446167	0.0874228377939454	0.0870164515493372	0.07979687242874973
1210	0.08304693872385227	0.0858521740702622	0.08652004689480713	0.08742609950493917	0.08270191852570322	0.08674429749358108	0.08712471479547144	0.08825079652958176	0.08791892757282951	0.08777536248572278	0.07979687242874973
1220	0.08275381655703996	0.08583345186707894	0.08678400453004073	0.08783805245666648	0.0825474735307185	0.08697554359408245	0.08740560947164464	0.0885147692267237	0.0879893060490265	0.0878555673633694	0.07979687242874973
1230	0.08313224973312923	0.08604437428045614	0.08689875534028994	0.08786770282869602	0.08248694097895504	0.08727178071511822	0.08723454633407061	0.08826592897129668	0.08796045350582118	0.08795936660576445	0.07979687242874973
1240	0.08284948878485905	0.08622749425684274	0.08711762615868548	0.08727303019746355	0.08271335428175622	0.08725394821669304	0.08781962307225626	0.08828292735190398	0.08822082008730389	0.08832404751178569	0.07979687242874973
1250	0.08294667425428245	0.08656977681257967	0.08758648111672525	0.08735274214426829	0.08237696875517456	0.08725489840734676	0.08801599707154947	0.08797061648758576	0.08848856719159495	0.08769050195740652	0.07979687242874973
1260	0.0831750856624883	0.08685204767165057	0.08744363356253407	0.08754118895037949	0.08255234956122923	0.08697766328887127	0.08762664991495156	0.08858548330448311	0.08841850946596659	0.08776324901208762	0.07979687242874973
1270	0.0832191945444598	0.08658738075156691	0.08764401917071057	0.08747597884562765	0.08238979946037701	0.08709645454087972	0.08795663457924102	0.08876221190999081	0.08868106124329422	0.08755819517085221	0.07979687242874973
1280	0.08297569472543002	0.08686459480106848	0.08785364558735632	0.08804478259820901	0.08285741987232914	0.08748335461114144	0.08838136914947632	0.08858178397117845	0.08871296365574376	0.08789065995395536	0.07979687242874973
1290	0.08323278259734508	0.08707046090549868	0.08772457676377426	0.08841070773235402	0.08264371274805346	0.08750326942395609	0.08835678011509682	0.08886733935259157	0.08864677060180336	0.08800993252297973	0.08566202240342907
1300	0.08330456745256559	0.08730407517906182	0.08801645071307965	0.08790200003738319	0.08310698078467493	0.08754264601529033	0.08835124268999363	0.0890605480188048	0.08872610808198611	0.08840508989129046	0.08579115104100553
1310	0.08341116273485735	0.08725869586729978	0.08839616429646543	0.08823136116464582	0.08350294462765391	0.08760118493932478	0.08841737262213793	0.0893331095138149	0.08913424626841254	0.08853140362489285	0.08597480481978192
1320	0.08340592352876361	0.08718083498711131	0.0886297068108268	0.08835381418297035	0.0833248999898395	0.08764638795948519	0.0886918435156517	0.09013632426313042	0.08939794387299999	0.08871469264942648	0.08625009434155524
