Min	W3 - Replicate 1_8	W3 - Replicate 1_14	W3 - Replicate 1_5	W3 - Replicate 1_4	W3 - Replicate 1_15	W3 - Replicate 1_12	W3 - Replicate 1_11	W3 - Replicate 1_7	W3 - Replicate 1_6	W3 - Replicate 1_3	W3 - Replicate 1_2	W3 - Replicate 1_9	W3 - Replicate 1_13	W3 - Replicate 1_1
340	0.08022637046604515	0.08382837177913029	0.08051317136105045	0.08131325556732236	0.08418424823693488	0.08432346389001652	0.08009559206331254	0.08018018785554738	0.0812503381519489	0.08242400839291618	0.08182559223078126	0.08035593999082828	0.0846181255722266	0.08084749118454065
350	0.0802387557256867	0.0836273902942668	0.08062853450306132	0.08121448097440935	0.08347029996006275	0.0842146707169367	0.07952010646708371	0.08018018785554738	0.08144561612416115	0.08225295149334579	0.08162403533003673	0.08035593999082828	0.08521949923299668	0.0808206780703252
360	0.0803654468950529	0.08418305593884867	0.08064055365274458	0.08128887466488026	0.08350570859138642	0.08408166853982839	0.07938597497707664	0.08018018785554738	0.08092844793854717	0.08253847723210303	0.08161553154206738	0.08035593999082828	0.08442733417544983	0.08108549618503692
370	0.08021070388602408	0.08309437211874965	0.080722441018396	0.08136565922921755	0.08359963760119696	0.08395532932358177	0.07959674225431336	0.08018018785554738	0.08121885071316495	0.08304045789659815	0.0814582966877603	0.08035593999082828	0.08447573096004693	0.08109582865644178
380	0.0802708028424668	0.08374615769764021	0.08053876786022716	0.08156439115431814	0.08372462975393204	0.08465688504888312	0.07979015785709456	0.08097251808363085	0.08102785047491286	0.08308743576639532	0.08154650952007839	0.08035593999082828	0.08465771115835563	0.08124244342364097
390	0.08033762553298164	0.08369518817907413	0.08047771835780532	0.0816181750598933	0.08323201077080912	0.08478871348900939	0.0797208744874925	0.08123953479418192	0.08120510726635745	0.08298947603850315	0.08125003943688457	0.08035593999082828	0.08665562522278673	0.08116858671877498
400	0.08050304482224835	0.08380338190172922	0.08038410019011634	0.08163776913577463	0.08406800621581519	0.08472941689379901	0.07928538006793755	0.08149019637985555	0.08128885760725144	0.08309206118829773	0.08156938081704988	0.08035593999082828	0.08505619224129374	0.0814355544614941
410	0.08047503837543621	0.08369384240275204	0.08028984093172438	0.08182514090688582	0.08357450497393176	0.08519145622063189	0.08000412621812153	0.08158138096595222	0.08132015748694771	0.08317805053494087	0.0814913911750658	0.08035593999082828	0.08527397092425733	0.08139586020757453
420	0.08056021080524123	0.08371403030597961	0.08049925091280172	0.08162654477706877	0.08313043046595903	0.08520600173626301	0.08005799364523672	0.0815624720428799	0.08115008661234287	0.0829948076474503	0.08175866786316541	0.08035593999082828	0.0853754702755838	0.08130595233573175
430	0.08041453428507982	0.084645066086783	0.08054117716830814	0.08169209294729855	0.08288467818391784	0.08587181833189265	0.08009150254619456	0.0815624720428799	0.08120577242024128	0.0833033613995062	0.08195599647582551	0.08035593999082828	0.08440739477439109	0.08189301802794588
440	0.08079879704386972	0.08431268974887429	0.08067146464659618	0.08192544876835414	0.08375958050956127	0.08490039168442863	0.08032265293604968	0.0815624720428799	0.08120772400100143	0.08329706967805511	0.08149695090779079	0.08035593999082828	0.0851656328922921	0.08214958501589775
450	0.08051461543836995	0.0842323485857271	0.08075297452682866	0.08204060988575865	0.08387306556813857	0.08563935507075546	0.08054250450225632	0.0815624720428799	0.08139444877030882	0.0832955462519619	0.08188209475316745	0.08035593999082828	0.08509780575392482	0.08206352374029574
460	0.08044420855015275	0.0846509611224563	0.08095745173083663	0.0817770512180607	0.08402376708078994	0.08514163873721124	0.08051299772854593	0.0815624720428799	0.0812575833582636	0.08340742902623376	0.08210892407210588	0.08035593999082828	0.08522376760646508	0.08238280345701507
470	0.08076632441328477	0.08462343523887904	0.08097915122541764	0.08176219846700096	0.08374762327068204	0.0859076917346123	0.08098500404084073	0.0815540110744695	0.08150774873795322	0.08352647897991501	0.08229155160092236	0.08035593999082828	0.08556929135169823	0.0822854524959677
480	0.0809571237625777	0.08468512438397593	0.08078874220761913	0.08175847757271405	0.0839275355789989	0.08462570270671038	0.08022738015960545	0.08149617483697204	0.08167413531672002	0.08317164156461113	0.08230018160162135	0.08035593999082828	0.08502719994550433	0.08209595706216664
490	0.08086956622636915	0.08510064453382235	0.08098466684570078	0.08186812104943829	0.08521331482005805	0.0853580941671672	0.08162160096693825	0.08144194381282273	0.08130109359971587	0.08309167748191548	0.08205533965973462	0.08035593999082828	0.08550707255161782	0.08251848896354601
500	0.08094324007972956	0.08416117421296504	0.08076306008830494	0.08194248675311717	0.08520135030763416	0.08571846213836391	0.08078888029370454	0.0816633889828231	0.08151204973063936	0.08315344415566314	0.08199898056651259	0.08035593999082828	0.08725553765517176	0.08241648222035816
510	0.08088352937756114	0.08466981490079283	0.08093135892704625	0.08226321189789351	0.08462031477174119	0.08666491022832161	0.08107667345333287	0.08173371982162078	0.08162827309009509	0.08337461515020661	0.0819939603417257	0.08035593999082828	0.08482177607807337	0.08261237132849189
520	0.08059154069936163	0.08451806236838079	0.08114970580955336	0.08216027391452334	0.084496668685626	0.08683575010170362	0.08048842657537732	0.08169269637046422	0.08178287472466592	0.08364412291922682	0.08210101513366433	0.08035593999082828	0.08639354291075584	0.08294379938580203
530	0.08076711005441067	0.08487345124041097	0.08113584724407076	0.08195255973982875	0.08466537592905359	0.0857986198286697	0.08106119949011821	0.08170663963880766	0.08148688088715544	0.0836320303726653	0.08218483572634441	0.08035593999082828	0.08546168416384711	0.08308428526721712
540	0.08095431126160824	0.08447131222101087	0.08082732488154551	0.08253777140089365	0.08450084374040887	0.0859794590814734	0.0812539827982615	0.081917282883529	0.08150443884399833	0.08370211750163813	0.08218658471170923	0.08035593999082828	0.08563931274122115	0.08313631351649772
550	0.08085865333602896	0.08535776454133337	0.08110582662507415	0.08236138128996837	0.0847642868559456	0.08705029297598979	0.08109672000018646	0.0816732646229103	0.08173847145275515	0.08399697169390687	0.08206390092540947	0.08035593999082828	0.08638821932388518	0.08358074778160395
560	0.08099772463723731	0.08565253666850987	0.08081695873080794	0.08231428238718437	0.08479709323180525	0.08624035106879385	0.08168451004837399	0.08160640168302147	0.08172051179133231	0.08388963749626623	0.08224228782599645	0.08035593999082828	0.08679534088318205	0.08372985165806207
570	0.08101702203345458	0.08514745046373354	0.08086356993663557	0.08226011837494011	0.08561246829662544	0.08630712041067892	0.08151498333981375	0.08150486860154729	0.0818268399857179	0.08393794514680748	0.08240242890878084	0.08035593999082828	0.08630242280009401	0.08374410209478636
580	0.08106243280228079	0.08518059815390602	0.08107444267153473	0.08254177391883963	0.08464869649064712	0.08702882618053707	0.08245473005214157	0.08192796582136949	0.08203657359828996	0.08400269442727291	0.08244089063169922	0.08035593999082828	0.08720251462968996	0.08384905096449906
590	0.0809870094142433	0.08521378642282212	0.08106520007722592	0.08254948633754328	0.08497422789578586	0.08683011292619794	0.08162760928239002	0.08209604836352462	0.0820188902452639	0.0840265872466769	0.08262843971778648	0.08035593999082828	0.08632838708351366	0.08392592701719295
600	0.081236759929511	0.08535730682184686	0.08118242458952175	0.08252005339142451	0.08567638351522926	0.08642225294537674	0.08188616860571805	0.08192391137686	0.0820974561364732	0.084287832640097	0.08254557741110925	0.08035593999082828	0.08626053281748737	0.08397490234188514
610	0.08110914374137136	0.0853636979016005	0.08123710198351618	0.08226243015872488	0.08610660534986585	0.08637269806169924	0.08223446143052036	0.08220998163589342	0.082226205026666	0.08444703538696542	0.0827900780767608	0.08035593999082828	0.08644990659971406	0.08405410966345297
620	0.08117707291833048	0.08508395996438943	0.08137974137458516	0.08247656877972376	0.0855179289406666	0.08642763921024411	0.0815130721612554	0.08240699991515701	0.08210122544731521	0.08431179212108149	0.0828984619817275	0.08035593999082828	0.08646737773415059	0.0845835129387753
630	0.0812225902045309	0.0860135968403528	0.08127673284847053	0.08225616001757652	0.08630453259241284	0.08726490719428016	0.081655302333733	0.08248313702336246	0.08217320699609167	0.08460374426673493	0.08270511485849961	0.08035593999082828	0.08733795616278778	0.08422442727509673
640	0.0812555052697514	0.08657766690235691	0.08122976707680764	0.08249378105285456	0.08597605824704896	0.0866070279245882	0.08219597204554781	0.08234814737446607	0.08230370877165534	0.08478873317116782	0.08274785269328558	0.08035593999082828	0.08685042952098868	0.08444513256627756
650	0.08137546673767135	0.08656061518454596	0.08103348711746901	0.08235106624942325	0.08697447224948388	0.0879856588055903	0.08212605189190597	0.08240282881094602	0.08254453706547621	0.08468824329660952	0.08280324262048966	0.08035593999082828	0.08713006997736099	0.08462398522992537
660	0.0812511429856409	0.08605640892561794	0.08129916978543437	0.08263911977717314	0.08721451228803416	0.08767985162838686	0.08284052973746928	0.0826795042484783	0.08254566845245696	0.08463382935641373	0.08297623053050138	0.08035593999082828	0.08740686634873394	0.08497770466428198
670	0.0815068449770326	0.08576051662417696	0.08161877200783002	0.08204666063342644	0.08663686979997635	0.08759849748214456	0.08278748328876505	0.08265864373740885	0.08279491130700907	0.08481639059531794	0.0828865797894392	0.08035593999082828	0.0880657103508117	0.08521408524111038
680	0.08152275522236005	0.08557458189093566	0.08148134674221963	0.08202190496257718	0.0873345526762718	0.08825835845680392	0.08254454609307497	0.08272175063759765	0.08275030129515965	0.08495384418649383	0.08327107327368986	0.08035593999082828	0.08824760753698584	0.08568150138087507
690	0.08134121511755514	0.08492894367133656	0.0813537444115329	0.08215756272949615	0.08615342366267773	0.08751236622811544	0.08288582015212015	0.08272599383746929	0.08286817920002874	0.08538574483215886	0.08300148046918368	0.08035593999082828	0.08924721465004729	0.08585977868897918
700	0.08144981363692548	0.08589946664716831	0.08140187726946761	0.08230501920236409	0.0867190879851875	0.08765904149967947	0.0828360501967882	0.08287382970621834	0.08269561646687665	0.08519872006820804	0.08311220831689362	0.08035593999082828	0.08954980002369044	0.08573256914288592
710	0.08178999455497316	0.08628155776616314	0.08138623861672316	0.08259032903204125	0.08694846496307966	0.08800863867630732	0.08272289240818478	0.08265909118193378	0.08286365982362695	0.08533169744404981	0.08304861285174522	0.08035593999082828	0.08984994203455911	0.08613178191656293
720	0.08174426813424679	0.08598098718756543	0.08149823934144565	0.08266649872323859	0.0874973438830004	0.08861261939679314	0.08285706721129674	0.08288152205622945	0.08287021366216792	0.08522640716820432	0.08306611351070405	0.08035593999082828	0.0895274686465639	0.08638984500242337
730	0.08183955160813483	0.08580751182077524	0.0816957144632254	0.08294590780268411	0.08792187716149623	0.08866926341593769	0.0832391148075974	0.08303363103134215	0.08330111102236648	0.08532547819624296	0.08311010928463496	0.08035593999082828	0.09028758348475625	0.08662189583922364
740	0.08199637829234863	0.08564430181698084	0.08164557183897833	0.08277736484955747	0.08753623867293972	0.08947779905212964	0.0837492597440705	0.0827893209225477	0.08299273708107371	0.08542087706384487	0.08317699630443012	0.08035593999082828	0.08957695363898492	0.08686771310149718
750	0.08209091512860157	0.0861051753813627	0.08176645544752753	0.08284469972666776	0.08815131638919899	0.08906095206508052	0.08410304970097732	0.08290788418767027	0.08317175058658173	0.08557308860783096	0.08324969497753903	0.08035593999082828	0.09101146752440521	0.0872172633521536
760	0.08226348815534194	0.08627289406809935	0.08145647922223716	0.08290562072053931	0.08945275056827895	0.08753031075255639	0.08413993941938573	0.08294505405614115	0.08302075619569853	0.08568769770829551	0.08350234903025817	0.08035593999082828	0.09055995672179899	0.08748013668872692
770	0.08209494320206594	0.08695364735062944	0.08197069493549886	0.08306927976946521	0.0880468267386319	0.08857614145539028	0.08462429161995827	0.08324076943364049	0.08341141091141804	0.08594351450028383	0.08346541017322985	0.08035593999082828	0.09145268010733437	0.08809719796264798
780	0.08208994078232981	0.08723158362274509	0.0824184341043023	0.08313560261888737	0.0892583997258993	0.08807859386183116	0.0848456610598375	0.08344550567692298	0.08331237360168885	0.08605451254713889	0.08349516386694555	0.08035593999082828	0.0921610946996105	0.08851606785283207
790	0.08238452933545555	0.08694494711140481	0.08220254635520477	0.0832076417938871	0.08872744603721171	0.08900596411315473	0.08467480929688236	0.08356725663054153	0.08350838821210844	0.08616997109115938	0.08361248835015955	0.08035593999082828	0.09214040668104996	0.08879919590380786
800	0.08255339851950569	0.08833024446698932	0.08239824059572626	0.08337657282885377	0.08869800182303587	0.08970008380062601	0.08577867289220338	0.08357725289038848	0.0833004807113795	0.08624560452697891	0.08364796181491876	0.08035593999082828	0.0936494211355285	0.08910213689493283
810	0.08236656706113801	0.08719619521221694	0.08246060610828043	0.08345523996587341	0.08902435971203605	0.08934635649100808	0.08536012049619317	0.08354689877856993	0.08345303389062456	0.08638302776388951	0.08367077917247241	0.08035593999082828	0.09368544200350253	0.08944766620963013
820	0.0828159844823477	0.08758188387582258	0.08266984696855464	0.08360213660378761	0.08967252952024574	0.08917160998417635	0.08542782050138675	0.08373388510877837	0.08355254157512233	0.0863450900698674	0.08390193818130148	0.08035593999082828	0.09364742147687964	0.09011916970002692
830	0.08258531339974157	0.08697521605166143	0.08272847591768426	0.08361743247315846	0.09031682959068593	0.0896454939984536	0.08575944103187892	0.08380876714778797	0.0835283276386403	0.08645426197829603	0.08405091336511115	0.08035593999082828	0.09356810678458179	0.09049713129340944
840	0.08261827876653868	0.0872765701426125	0.08258449026104987	0.08371473314363372	0.09059632572246452	0.0895464723848193	0.08615054933018448	0.08397937537700348	0.08377845573865096	0.08677385375102963	0.08391791272633747	0.08035593999082828	0.09493355132298739	0.09106253966086934
850	0.08253504435948793	0.08791758853461773	0.08267291033636837	0.08371772972414566	0.09136139035490072	0.08949868939959381	0.08633382352614309	0.08426254923756943	0.0839395365080443	0.08715507076541258	0.08386159968421866	0.08035593999082828	0.09486917974613066	0.09142553499871493
860	0.08278116427866002	0.08851686271810982	0.0826233210897451	0.0837278025776222	0.09152815075028846	0.09069825976983331	0.0873408397640769	0.0843645941744618	0.0840673948885035	0.08778954020504157	0.08407358471320707	0.08035593999082828	0.09436545490711078	0.09189947685365717
870	0.08281422212436004	0.08851752200095653	0.08301258087192527	0.0842878134653579	0.09155182737149987	0.08985297612980805	0.08657915487169468	0.08464744179189224	0.08394027391582336	0.08807883259797629	0.08394503616155152	0.08035593999082828	0.0955604268863874	0.09249990518091945
880	0.08296352484890063	0.08882015714025067	0.08299654119951949	0.08431141860058239	0.09312042814773006	0.08995474038921393	0.08696492566123593	0.08477571095685417	0.08412491507400169	0.08841702213325028	0.08420923728906118	0.08035593999082828	0.09674488771387889	0.09310577130421957
890	0.08292848285501518	0.08824870345143679	0.08311401310765172	0.08429494064614235	0.09336570723584829	0.08996359454370113	0.08779649434417283	0.08489778035456427	0.08439059951862242	0.08858569661248945	0.08425045927198513	0.08035593999082828	0.09727598729816599	0.09362788429966795
900	0.08292902219480461	0.08860525609963073	0.08305820005112205	0.08438262798755412	0.09340110584729186	0.0911148912638068	0.08790100876770689	0.08507201612911389	0.08450187446962075	0.08907979569924235	0.08420352657812535	0.08035593999082828	0.09730252047838361	0.09440696995695141
910	0.08285870035480214	0.08942851381031308	0.08345242065169284	0.08438899503596263	0.09363263885240397	0.09021840858256104	0.08805268671348401	0.08564328852735881	0.0845330508059516	0.0895028149868365	0.08426853678992255	0.08035593999082828	0.09742001623700464	0.09520906833904393
920	0.08290392996338931	0.08880878942222495	0.08368807693597946	0.08425271188731215	0.09430398586415861	0.09139465778431352	0.08878985351406668	0.08574478344791502	0.08442274979250114	0.09023554097379043	0.08430998825884956	0.08035593999082828	0.09810100172674817	0.09582699965359305
930	0.08299898453176374	0.08961069812252376	0.08371516293887662	0.08430290377301033	0.0953746828590005	0.09105640833534287	0.08895158202150033	0.08613132650086067	0.08471856226411875	0.09025258880128474	0.08475593698605692	0.08035593999082828	0.09874752494657016	0.0963749921281264
940	0.08261173684585114	0.08968135379392841	0.08383613470648595	0.08446596680624441	0.09470875345918399	0.09055849637635743	0.08960984487695324	0.08656311256343915	0.08490806151921923	0.09075419966809298	0.08480551417818807	0.08035593999082828	0.09921712531384201	0.09693745863007357
950	0.08296688656957307	0.09108111183058473	0.08395045540586654	0.08437425160359703	0.09513451746644692	0.09122851723345186	0.08977416329869387	0.08705241350027262	0.08487890922438517	0.09089887105861659	0.08488513493107834	0.08035593999082828	0.1000721607261099	0.09758803938949619
960	0.0833417606516053	0.08930900412758823	0.08398987975312093	0.08452362575731785	0.09547215006311362	0.09171771502844096	0.08985176553240884	0.08705715443826222	0.08504523561082467	0.09174822546187285	0.08487614894192448	0.08035593999082828	0.10107454631952155	0.09828993200545313
970	0.08333766118272795	0.09015381806010561	0.08422446666265207	0.08445539653185773	0.09700293085887376	0.09250216949021332	0.09077516437109882	0.08724075577193957	0.08498391638081279	0.09189149946945147	0.08485860282161087	0.08035593999082828	0.1012593702737951	0.09923713408223771
980	0.0835320286741583	0.08932031363613305	0.0842067651094382	0.08443497910446617	0.09707488142341347	0.09219407544747155	0.09106158094588877	0.08754616449115284	0.08498823557227224	0.09266387483706846	0.08474785881809965	0.08035593999082828	0.10145144678342542	0.09973488323945702
990	0.08358402877517479	0.0897142379753246	0.08463670055619212	0.08469543084465718	0.097157913234024	0.09193969683674828	0.0916281881128254	0.08793097195144597	0.08505657956200796	0.09335094252839853	0.08500589431616096	0.08035593999082828	0.10267442792734553	0.10046958157377425
1000	0.08392837513991908	0.08942711262895722	0.08497664564430306	0.08497186763840332	0.09807852754856518	0.09139575943792123	0.09219594326972531	0.08806805063281281	0.08522214951505422	0.09395858287996578	0.0850054461879314	0.08035593999082828	0.10335481259687379	0.10158224071329644
1010	0.08420121829705188	0.09028689477707715	0.08510048389951021	0.0848991680438491	0.09793196466859566	0.09225517434252306	0.09224761482377243	0.0883819158797745	0.08551029873581666	0.09503804778347401	0.08519108526331916	0.08630639843143804	0.10496401161531092	0.10239384860094378
1020	0.08413685724121285	0.08895090507047371	0.08502853397831472	0.08514082177615687	0.09964446018604252	0.09185793252627591	0.09269853267688269	0.08818736333604112	0.08544599036564988	0.09552826346190525	0.08513340329096354	0.08674944564311253	0.10513591215275765	0.10357488875571864
1030	0.08418888467045824	0.089708358393797	0.08530087649919685	0.0850844138082605	0.1007421743035329	0.09309679760539291	0.09354335579035135	0.08892976402989515	0.08570676020888937	0.09598855996176296	0.08525478455210407	0.0869546160485548	0.1065364310691955	0.10455106442818975
1040	0.08412786001478503	0.09106171720100391	0.08574722707827168	0.08515902856396296	0.10063720922288363	0.0938013945483817	0.09399019923824917	0.08906355120176639	0.0856379962282821	0.09619927679951443	0.0853156213322841	0.08714940903728238	0.10678994331363476	0.10571155027775062
