timestamp_localtime,experiment,pioreactor_unit,timestamp,message,source,level,task
5/23/24 11:53,Switching Media Salinity,worker3,2024-05-23T18:53:32.048243Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
5/23/24 11:53,Switching Media Salinity,worker1,2024-05-23T18:53:32.048509Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
5/23/24 11:53,Switching Media Salinity,leader1,2024-05-23T18:53:32.062118Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
5/23/24 11:53,Switching Media Salinity,worker3,2024-05-23T18:53:32.832158Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:53,Switching Media Salinity,worker2,2024-05-23T18:53:32.832210Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:53,Switching Media Salinity,worker1,2024-05-23T18:53:32.832420Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:53,Switching Media Salinity,leader1,2024-05-23T18:53:32.834363Z,Stopped media pump.,app,INFO,add_media
5/23/24 11:53,Switching Media Salinity,worker2,2024-05-23T18:53:32.891014Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:53,Switching Media Salinity,worker1,2024-05-23T18:53:32.891354Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:53,Switching Media Salinity,worker3,2024-05-23T18:53:32.891619Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:53,Switching Media Salinity,leader1,2024-05-23T18:53:32.898149Z,Cleaned up GPIO-13.,app,DEBUG,add_media
5/23/24 11:53,Switching Media Salinity,worker1,2024-05-23T18:53:53.758230Z,"Initialized GPIO-12 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,remove_waste
5/23/24 11:53,Switching Media Salinity,worker1,2024-05-23T18:53:53.772237Z,Running waste pump continuously.,app,INFO,remove_waste
5/23/24 11:55,Switching Media Salinity,worker1,2024-05-23T18:55:35.885996Z,Stopped waste pump.,app,INFO,remove_waste
5/23/24 11:55,Switching Media Salinity,worker1,2024-05-23T18:55:35.945593Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
5/23/24 11:56,Switching Media Salinity,worker1,2024-05-23T18:56:47.812878Z,"Initialized GPIO-12 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,remove_waste
5/23/24 11:56,Switching Media Salinity,worker1,2024-05-23T18:56:47.827849Z,Running waste pump continuously.,app,INFO,remove_waste
5/23/24 11:56,Switching Media Salinity,worker1,2024-05-23T18:56:52.270735Z,Stopped waste pump.,app,INFO,remove_waste
5/23/24 11:56,Switching Media Salinity,worker1,2024-05-23T18:56:52.330155Z,Cleaned up GPIO-12.,app,DEBUG,remove_waste
5/23/24 11:57,Switching Media Salinity,worker3,2024-05-23T18:57:23.838988Z,"Initialized GPIO-12 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,remove_waste
5/23/24 11:57,Switching Media Salinity,worker3,2024-05-23T18:57:23.854323Z,Running waste pump continuously.,app,INFO,remove_waste
5/23/24 11:57,Switching Media Salinity,worker1,2024-05-23T18:57:23.856306Z,"Initialized GPIO-12 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,remove_waste
5/23/24 11:57,Switching Media Salinity,worker2,2024-05-23T18:57:23.857972Z,"Initialized GPIO-12 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,remove_waste
5/23/24 11:57,Switching Media Salinity,worker1,2024-05-23T18:57:23.870662Z,Running waste pump continuously.,app,INFO,remove_waste
5/23/24 11:57,Switching Media Salinity,worker2,2024-05-23T18:57:23.872399Z,Running waste pump continuously.,app,INFO,remove_waste
5/23/24 11:57,Switching Media Salinity,leader1,2024-05-23T18:57:23.882528Z,"Initialized GPIO-12 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,remove_waste
5/23/24 11:57,Switching Media Salinity,leader1,2024-05-23T18:57:23.901376Z,Running waste pump continuously.,app,INFO,remove_waste
5/23/24 11:57,Switching Media Salinity,worker3,2024-05-23T18:57:31.607460Z,"Initialized GPIO-13 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,add_media
5/23/24 11:57,Switching Media Salinity,leader1,2024-05-23T18:57:31.616021Z,"Initialized GPIO-13 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,add_media
5/23/24 11:57,Switching Media Salinity,worker3,2024-05-23T18:57:31.621356Z,Running media pump continuously.,app,INFO,add_media
5/23/24 11:57,Switching Media Salinity,worker1,2024-05-23T18:57:31.621366Z,"Initialized GPIO-13 using hardware-timing, initial frequency = 250.0 hz.",app,DEBUG,add_media
